,code,stock,concept,cause,thing,url,explain,title,dt,Unnamed: 0
30,sh688017,绿的谐波,机器人,精密谐波减速器+工业机器人+数控机床,2023年7月，“傅利叶智能通用机器人战略发布会”将在上海举行。届时，该公司最新研发成果——通用人形机器人GR-1将首次与公众见面。,dxw6lsb7tm,"1、绿的谐波IPO募投项目2023年达产后，预计谐波减速器合计将达59 万台，国内谐波减速器龙头企业，公司谐波减速器在国产工业机器人市场的份额高，谐波减速器相比RV减速器占比提升。同样作为机器人用的高精度减速机，谐波相对RV可以做得体积很小。,2、 精密谐波减速器是机器人三大核心零部件之一，公司经过多年持续研发投入，实现了精密谐波减速器的规模化生产及销售，打破了国际品牌在机器人用谐波减速器领域的垄断，并实现批量出口。,3、公司是一家专业从事精密传动装置研发、设计、生产和销售的高新技术企业，产品包括谐波减速器、机电一体化执行器及精密零部件，产品广泛应用于工业机器人、服务机器人等高端制造领域。",06月20日绿的谐波股票异动解析,2023-06-20,
31,sz300576,容大感光,公告,半年报预增+PCB光刻胶+感光干膜光刻胶,,8zutj2375v,"1、2023年6月18日晚公告，预计上半年净利润4096.18万元-4716.82万元，同比增长98%-128%。本期公司销售毛利率上升。,2、公司目前量产的运用于面板行业的主要产品是TFT阵列用正性光刻胶，已达到国际同类产品相当的水平；公司正在开发中的是黑色光刻胶(BM胶)，技术指标也是对标国际同类主流产品。,3、公司的扩产计划主要就是正在进行中的珠海生产基地的建设。公司拟通过向特定对象发行股票募集不超过6.7亿元，用于建设年产1.20亿平方米感光干膜光刻胶、1.53万吨的显示用光刻胶及半导体光刻胶。,4、公司的主营业务为PCB光刻胶、显示用光刻胶、半导体用光刻胶等电子化学品的研发、生产和销售。,5、公司PCB光刻胶收入占比达95%以上，显示面板光刻胶和半导体光刻胶收入占比4%左右。利润增长主要来源于PCB光刻胶。",06月19日容大感光股票异动解析,2023-06-19,4.0
32,sz002536,飞龙股份,人工智能,服务器冷却+储能水泵+汽车水泵+芯片设计,华为AI框架生态峰会将于2023年6月16日举办，届时将发布共建人工智能框架生态倡议，举办上海昇思AI框架&大模型创新中心启动仪式。,amuqmxmsfa,"1、2023年6月15日盘后互动，公司的电子水泵系列产品及热管理系统产品可以应用在数据中心、服务器液冷等算力业务上。目前公司部分服务器液冷项目已经量产。,2、2023年6月15日晚公告，近日收到某知名汽车零部件公司项目定点协议，公司成为该客户某项目涡轮增压器壳体的供应商，生命周期内预计销售收入近7亿元。2023年6月11日公告，公司近日收到了某新能源科技公司定点通知书，预计销售收入近2亿元。,3、公司间接参股8%创成微电子，后者专业从事于芯片设计与方案提供，业务包括数字信号处理（DSP）芯片设计等。,4、公司是国内规模最大的汽车水泵、排气歧管生产厂家，汽车水泵市场占有率常年保持第一。公司生产的电子水泵、热管理温控阀等热管理类产品可应用在氢燃料电池领域。",06月19日飞龙股份股票异动解析,2023-06-19,6.0
33,sz300302,同有科技,人工智能,数据存储+存储芯片,华为AI框架生态峰会将于2023年6月16日举办，届时将发布共建人工智能框架生态倡议，举办上海昇思AI框架&大模型创新中心启动仪式。,fkufzj6fas,"1、2023年6月14日消息，近日消息韩国5月存储芯片出口同比锐减53.1%。公司具备最核心的高速存储芯片（NVMe）的生产能力，独立研发的神农芯片与长江存储进行了适配。公司分布式存储产品已斩获过亿订单。参股公司忆恒创源在企业级SSD固件算法领域具备国际领先的优势。,2、公司的存储产业园涵盖软硬件研发、生态适配、大规模存储系统及SSD智能制造和存储产业孵化四大功能；参股公司泽石科技主要进行基于3D NAND的消费级和企业级SSD固态存储产品。,3、公司是业界少数拥有多项自主知识产权的专业存储厂商之一，全资子公司鸿秦科技是国内最早进入固态存储领域的专业公司之一，已研制开发出多款满足特殊行业要求的高可靠性SSD产品，广泛应用于十大军工集团，并已形成具有完全自主知识产权的鸿芯系列主控芯片原型。,4、公司是国内领先的大数据存储基础架构提供商，主要从事数据存储、数据保护、容灾等技术的研究、开发和应用。",06月19日同有科技股票异动解析,2023-06-19,17.0
34,sh600602,云赛智联,人工智能,澄清公告+数据中心+国资云,华为AI框架生态峰会将于2023年6月16日举办，届时将发布共建人工智能框架生态倡议，举办上海昇思AI框架&大模型创新中心启动仪式。,2dv52l5zth,"1、2023年6月15日晚公告，对于格兰仕子公司的举报，公司认为内容与事实严重不符。松下微波炉40%股权转让项目过程依法合规，不存在低价转让上市公司资产、损害上市公司中小股东利益及国有资产流失的情形。,2、2023年2月依托上海超算中心建设并运营的市公共算力服务平台正式揭牌投用，该平台项目由云赛智联子公司上海南洋万邦承建。,3、公司现有徐汇数据中心、宝山云计算中心、宝山大数据中心、松江大数据中心累计超 7",06月19日云赛智联股票异动解析,2023-06-19,27.0
35,sz000936,华西股份,光模块,参股光模块+AI芯片+涤纶短纤维,按照24年800万只800G光模块，300万只400G光模块来测算，则对于100G EML的需求量为7600万只，而23年产能仅3000万只左右，考虑到光芯片产线的建设周期是1年半~2年起步，明年供需缺口会持续扩大,8zutj27hxn,"1、2023年6月15日互动，公司通过上海启澜持有索尔思光电28.17%的股份。索尔思光电800G光模块已小批量交付。国内不考虑海思，索尔思56G eml光芯片技术实力国内第一，且已直接用于索尔思光电800G光模块实现交付。光芯片在光模块成本占比30-40%，预计24年产能缺口加速爆发。,2、2023年5月5日互动，索尔思光电将于今年陆续推出相应的基于单波200G的1.6T光模块产品的信息属实。,3、公司持有GTI7%的股份，GTI研发的光矛系列是全球首款可同时支持图像与视频、语音与自然语言处理的智能神经网络专用处理器芯片方案。,4、参股子公司一村资本间接持有纵慧芯光约11%的股份，后者主要研发生产VCSEL芯片、器件及模组等产品，是摄像头零部件VCSEL的厂商。,5、公司主要从事涤纶化纤的研产销，石化物流仓储服务，纤产品主要为涤纶短纤维。",06月19日华西股份股票异动解析,2023-06-19,28.0
36,sz002281,光迅科技,光模块,光模块+量子芯片+浸没液冷,按照24年800万只800G光模块，300万只400G光模块来测算，则对于100G EML的需求量为7600万只，而23年产能仅3000万只左右，考虑到光芯片产线的建设周期是1年半~2年起步，明年供需缺口会持续扩大,c9umrt863x,"1、2023年6月14日官微讯，公司出席中国移动\九州\算力光网发布会；2023年5月17日官微，公司在近期大批量稳定交付了系列高速光模块，助力AI及数据中心应用，为客户的AI架构升级提供了有力支持。,2、国迅公司的量子芯片研发成功，已收到多家客户订单。公司是行业内产品覆盖最全面的光器件企业之一，生产的高端光模块包括400G、800G系列数通模块等。公司在今年三月初的OFC 2023会议上推出了1.6T产品，研发进度全球领先。,3、公司是浸没液冷智算产业发展联盟会员单位，是相关标准、工艺研究和实践的重要参与者之一，目前已有相关产品发布。,4、公司传输类产品包括：传输收发模块、光纤放大器等。传输收发模块包括100G\u002F400G 等速率等距离的光模块产品；光纤放大器产品包括掺铒光纤放大器、拉曼放大器和混合光放大器。",06月19日光迅科技股票异动解析,2023-06-19,29.0
37,sh688498,源杰科技,光模块,光模块+光通信上游+5G+次新股,按照24年800万只800G光模块，300万只400G光模块来测算，则对于100G EML的需求量为7600万只，而23年产能仅3000万只左右，考虑到光芯片产线的建设周期是1年半~2年起步，明年供需缺口会持续扩大,2dv52l74n5,"1、100G PAM4 EML激光器主要用于400G和800G光模块中，券商表示公司100G EML有望在明年上半年实现批量。公司的10G 1577nm EML激光器可用于10G PON OLT光模块中。,2、公司已建立了包含芯片设计、晶圆制造、芯片加工和测试的IDM全流程业务体系，拥有多条覆盖MOCVD全流程自主可控的生产线，与国际前十大及国内主流的光模块厂商均有合作。公司光通信领域的产品包括2.5G、10G、25G、50G的DFB和EML光芯片、CW光源等产品。,3、公司作为国内稀缺的光芯片供应商，采用IDM全流程体系生产，产品主要应用于光纤接入、4G\u002F5G移动通信网络和数据中心等领域。,4、在车载激光雷达领域，公司的主要产品涵盖1550波段车载激光雷达激光器芯片等产品。",06月19日源杰科技股票异动解析,2023-06-19,35.0
38,sz002896,中大力德,机器人,行星减速器+RV减速器+光伏,网传纪要表示今年5月份以来，产业中存在两点变化：1）谐波减速器因扭矩小，刚性有限，在髋关节等不一定能满足需求。2）市场忽略了灵巧手中，参与企业现有方案需要有精密行星减速器调剂减速比。,c9umrtad3r,"1、公司推出推出“精密行星减速器+伺服电机+驱动”一体机。,2、2023年6月5日公司调研表示，子公司佛山中大正在进行基建工作，预计6月份厂房可以结顶。公司规划在佛山中大进行大规格RV减速器的研发、生产和制造。同时，在RV+伺服电机一体化产品发面，继续保持研发和推广。,3、公司产品广泛应用于机器人、智能物流、数控机床等领域以及食品等专用机械设备。光伏板生产线、太阳能支架产品供货国内外客户，主要是光伏组件客户。\",06月19日中大力德股票异动解析,2023-06-19,43.0
39,sz002401,中远海科,其他,集团采购平台即将落地+船视宝+智慧交通,,amuqmxtyu8,"1、2023年6月16日，券商表示公司与中远海运香港共同设立的绿色数智航运服务平台有望在6月落地发布。公司股权占比49%，子公司核心业务为中远海运集团采购平台。公司集团采购平台有望两年做到千亿采购额 (集团采购额约3000亿以上) ，对应中远海科新增5个亿利润。,2、公司启动打造航运数字新基建船视宝平台，面向全球航运市场以及航运产业链的公司提供服务。公司和阿里云在市场、技术等方面实现了有效协同，在交通、航运领域形成了一系列的成果。,3、公司船视宝系列产品已积累了115个核心算法，船舶航行主动安全系统、交通事件检测系统运用到机器视觉相关技术。上海数据交易所于2023年1月3日正式运营，将收取数商服务费及数据产品交易服务费。公司“船视宝”平台挂牌上海数据交易所，拥有海洋航线高精度地理数据。,4、公司主要从事智慧交通、智慧航运等领域的业务。",06月19日中远海科股票异动解析,2023-06-19,49.0
40,sh600633,浙数文化,人工智能,数据中心+亚运会+游戏,华为AI框架生态峰会将于2023年6月16日举办，届时将发布共建人工智能框架生态倡议，举办上海昇思AI框架&大模型创新中心启动仪式。,c9pqdphpd8,"1、2023年6月12日，国新办举行杭州亚运会亚残运会筹办情况新闻发布会；公司布局数据中心、大数据交易中心等数据领域业务，持续助力“数字浙江”乃至“数字中国”的建设任务。,2、子公司杭州城市大脑有限公司成为杭州亚运会官方参赛人员引导系统服务供应商。战旗网络深度参与亚运会体育展示业务，已完成竞技体操、蹦床、艺术体操等亚运测试赛的体育展示任务。,3、公司持有浙江大数据交易中心48.2%股权。浙江大数据交易中心是浙江省唯一一家持牌数据交易场所。,4、公司旗下富春云科技公司加快推进数据中心建设与运营工作，计划在杭州市钱塘新区江东工业园区建设2",06月16日浙数文化股票异动解析,2023-06-16,72.0
41,sz300678,中科信息,人工智能,AI国家队+机器视觉+边缘计算+脑机接口技术,华为AI框架生态峰会将于2023年6月16日举办，届时将发布共建人工智能框架生态倡议，举办上海昇思AI框架&大模型创新中心启动仪式。,7bpz22zzny,"1、公司的AI 算法和行业应用能力在国家队里是顶尖的，掌握多个行业应用的优质数据资源，可以与大模型在落地具体行业应用方面起到关键作用。公司基于面向党政机关的数字办公业务需要，多年前就开始自主研发 NLP 技术，能够实现关键字提取、知识图谱构建、文本比对和文本自动生成功能，在政务大数据领域，运用大数据、人工智能核心技术优势，先后推出了多个产品与解决方案并落地实施。,2、公司牵头与中科曙光、中科微等单位联合研发面向多模态边缘云计算平台，应用于AI创天府项目。公司自主研发NLP技术，在政务大数据领域，运用大数据等优势，推出了多个产品与解决方案并落地实施。,3、公司高速机器视觉技术主要应用到印钞、烟草、新能源电池、汽车玻璃、电子玻璃、半导体生产等高端连续制造业的产品质量检测场景。,4、公司主营业务是以智能识别及分析技术为核心，提供信息化解决方案；公司是华为鲲鹏生态认证合作伙伴之一。,5、公司智慧医疗整体解决方案中，自主研发的、应用于医疗的智能麻醉辅助系统已完成大动物试验，暂未形成业务收入。公司引进脑机接口技术及设备是为了提升该系统诊断功能而采用的辅助手段，脑机接口设备并非公司自主研发。",06月16日中科信息股票异动解析,2023-06-16,74.0
42,sz300620,光库科技,光模块,光模块上游\u002F铌酸锂芯片+5G+光纤,按照24年800万只800G光模块，300万只400G光模块来测算，则对于100G EML的需求量为7600万只，而23年产能仅3000万只左右，考虑到光芯片产线的建设周期是1年半~2年起步，明年供需缺口会持续扩大,41q4uc1eu7,"1、2023年5月26日互动表示，公司具备开发高达800Gbps及以上速率的铌酸锂调制器芯片和器件的关键能力。,2、铌酸锂芯片具有频带宽、稳定性好、传输损耗小等突出优点，是下一代800G\u002F1.6T光模块的核心部件，未来市场空间约百亿。全球仅富士通、光库科技、铌奥光电等三家公司参与，公司为唯一国产公司。券商预计薄膜铌酸锂调制器芯片有望在明年实现批量生产。,3、在光学芯片领域，公司生产的400\u002F600Gbps铌酸锂相干调制器等，广泛用于超高速干线光通信网、海底光通信网等领域，数通800G PAM4芯片已在2022年发布。,4、2023年3月28日公告，公司拟3000万美金投资泰国子公司，业务涵盖激光光源模块、光收发模块等光通信设备。,5、公司是专业从事光纤器件的研产销，SR4\u002FPSM跳线、单模\u002F多模MT-MT跳线等，主要应用于数据中心、云计算、5G产业链等领域。",06月16日光库科技股票异动解析,2023-06-16,88.0
43,sz300548,博创科技,光模块,400G光模块+CPO+5G,按照24年800万只800G光模块，300万只400G光模块来测算，则对于100G EML的需求量为7600万只，而23年产能仅3000万只左右，考虑到光芯片产线的建设周期是1年半~2年起步，明年供需缺口会持续扩大,2dq7qghzbg,"1、23年4月10日晚公司在互动平台表示，公司数通400G模块和线缆产品型号实现全覆盖，数通800G硅光模块和共封装光学（CPO）产品正在研发中。,2、公司主要为全球范围内高速发展的光纤通信网络和互联网数据中心市场提供高质量的光信号功率和波长管理器件以及高速光电收发模块，其中光分路器和密集波分复用器件占据全球领先市场份额。23年2月8日回复称，公司正在CPO技术领域进行研发和产品准备。,3、公司从无源器件领域迈入有源器件领域，切入华为25G前传光模块市场，同时布局数通400G光模块产品。,4、子公司成都迪谱在10G PON领域的研发生产方面走在市场前列，国内首家发布10G Combo PON光模块，是中兴与华为的认证供应商。",06月16日博创科技股票异动解析,2023-06-16,89.0
44,sh688472,阿特斯,其他,光伏组件制造商+次新股,,c9pqdpq096,"1、公司是全球主要的光伏组件制造商之一，相继推出大尺寸硅片和电池、PERC电池、HJT电池、TOPCon电池等产品。,2、公司长年位列全球组件供应商第一梯队；2020-2022年公司组件产品出货量分别为11",06月16日阿特斯股票异动解析,2023-06-16,106.0
45,sz300660,江苏雷利,机器人,行星执行器（无刷电机+齿轮箱）+空心杯电机+数据中心,网传纪要表示今年5月份以来，产业中存在两点变化：1）谐波减速器因扭矩小，刚性有限，在髋关节等不一定能满足需求。2）市场忽略了灵巧手中，参与企业现有方案需要有精密行星减速器调剂减速比。,41ngp96k8l,"1、空心杯电机是公司重点发展的核心产品，公司研发了用于机器狗的关节的行星执行器（无刷电机+齿轮箱）。,2、公司的电子水泵主要用于储能柜的液冷系统，公司的客户包含空调国际、松芝等，终端客户包括比亚迪等。公司拥有UL认证，产品能够通过下游客户出口北美。 公司正在开发的储能液冷产品包括第二代无刷交流电子水泵以及电子风扇等。 公司的冷却泵有用于数据中心的冷却系统中，目前也正积极探索冷却水泵在数据中心及充电桩的应用。,3、公司携工业及汽车应用新品亮相汉诺威工业展，主要包括车用无刷电机、激光雷达电机、空心杯电机组件等。公司未来将继续拓展北美、欧洲、东南亚等海外市场并扩大海外生产基地投资，以更好的服务于海外客户,4、公司主要从事家用电器、汽车微特电机、医疗仪器用智能化组件、工控电机及组件及相关零部件的研发、生产与销售。",06月15日江苏雷利股票异动解析,2023-06-15,119.0
46,sz002902,铭普光磁,光模块,800G光模块+光子计算+光磁通信元器,按照24年800万只800G光模块，300万只400G光模块来测算，则对于100G EML的需求量为7600万只，而23年产能仅3000万只左右，考虑到光芯片产线的建设周期是1年半~2年起步，明年供需缺口会持续扩大,2dnkkdm1rj,"1、2023年6月6日盘后消息，网传公司马来西亚工厂今年10月即可竣工。2023年6月2日互动，公司400G光模块已批量出货，800G光模块在研发过程中。湖北安一辰与深圳东飞凌均涉及芯片封装业务、芯片储存、人工智能AI芯片，与英伟达有GPU相关合作。,2、公司对光子算数（南京）科技进行股权投资，后者主要经营范围包括人工智能硬件销售，人工智能基础软件、应用软件以及算法软件开发，涉及硅光芯片，Aim算法模型等多个关键领域技术，为全球第一家提供光子计算商用产品的公司。,3、参股公司深圳东飞凌致力于光电领域芯片及封装产品的研产销，主营产品为光电芯片封装。,4、公司产品光磁通信元器件广泛应用于接入网等。公司开发的三相共模电感可用在光伏逆变器领域。",06月15日铭普光磁股票异动解析,2023-06-15,123.0
47,sz002865,钧达股份,光伏产业链,TOPCon电池+光伏电池片,,7bnax08yu3,"1、2023年6月12日互动易回复，公司率先行业实现N型TOPCon电池的大规模量产。公司是目前行业内少量可以大规模稳定供应N型TOPCon电池的专业化电池厂商之一，公司N型电池产品供不应求。,2、公司淮安一期项目已于4月投产，淮安二期正加快建设进度，预计2023年实现满产。公司今年总体出货量预计N型为23GW左右，P型为9.5GW左右。,3、2023年2月7日公告，公司拟将募集资金15.2亿元用于收购捷泰科技49%股权、5亿元用于高效N型太阳能电池研发中试项目。,4、2023年6月6日发布定增发行报告书。公司最终以100元\u002F股的价格，发行了2776万股股份，募集27.76亿元资金。一名牛散豪掷5亿元，成为最大认购方。,5、公司已具备8.5GW的PERC及8GW的TOPCon产能，预计2023~2024年TOPCon产能达到16GW，2022~2024年TOPCon电池出货量为2\u002F10\u002F16GW。",06月15日钧达股份股票异动解析,2023-06-15,133.0
48,sh601127,赛力斯,汽车产业链,问界M5智驾版即将交付+华为+自动驾驶,2023年6月8日盘后，商务部通知指出，将组织开展汽车促消费活动，活动时间为2023年6月至12月。,8zn80vnq3m,"1、2023年6月14日晚异动公告，公司AITO问界M5智驾版即将开启交付，引发部分媒体关注及热议。除此之外公司未发现对公司股票交易价格可能产生较大影响的媒体报道或市场传闻。,2、公司与华为建立了战略合作关系，主要合作方向为智能网联和智能驱动和自动驾驶，多款量产车型将搭载华为HiCar。,3、据国家知识产权局信息，2023年6月6日公司获得“问界”汽车类商标。,4、公司是集汽车整车及汽车发动机、汽车零部件制造、销售于一体的制造型企业;与重庆两江新区管委会订立战略协议，以共同推动赛力斯发展成为新能源汽车行业头部企业为目标，共同助力重庆打造世界级智能网联新能源汽车产业集群，加快形成万亿级汽车产业集群，",06月15日赛力斯股票异动解析,2023-06-15,140.0
49,sh600105,永鼎股份,光模块,光芯片+光模块+数据服务,按照24年800万只800G光模块，300万只400G光模块来测算，则对于100G EML的需求量为7600万只，而23年产能仅3000万只左右，考虑到光芯片产线的建设周期是1年半~2年起步，明年供需缺口会持续扩大,41luemampb,"1、公司已实现从光芯片-光器件-光模块-系统集成的全产业链布局，光器件到光模块均已经形成规模化生产，部分产品处于行业前列；2023年5月17日公司与苏州大学合作共建“先进光通信协同创新中心。公司未来可以把EML产品做到国内头部水平，50G及以上速率 EML在研发中，预计明年将进行小批量量产。,2、公司光芯片实现了 100G、DWDM及各类跳片芯片的批量化生产，位居国内同类厂商前列。券商表示永鼎团队今年年底也有望完成用于数据中心400\u002F800G模块的100GEML芯片的研发，公司反馈与海思不存在潜在知识产权纠纷。,3、公司主要从事超导带材研发生产，成为同时具备超导材料制备、超导应用研制、国家认可超导检测能力的三项资格的唯一企业。,4、公司光通信产业包括大数据采集分析、应用于融合通信5G消息解决方案等产品和服务；电力传输产业包含传统电线电缆、特缆等业务。",06月14日永鼎股份股票异动解析,2023-06-14,191.0
50,sz300570,太辰光,光模块,光通信器件+MPO+锂电池光纤传感,按照24年800万只800G光模块，300万只400G光模块来测算，则对于100G EML的需求量为7600万只，而23年产能仅3000万只左右，考虑到光芯片产线的建设周期是1年半~2年起步，明年供需缺口会持续扩大,dxlb3ucmlr,"1、2023年6月8日，Meta首席执行官扎克伯格宣布了一项计划，将在其旗舰产品（如Facebook和Instagram）中加入生成式AI文本、图像和视频生成器；公司为Meta的重要光器件供应商。,2、2023年6月月5日在互动表示，公司800G光模块测试正在有序推进。且公司光模块产品可应用于智能电网的信息网络建设。,3、公司产品包括各种光通信器件及其集成功能模块和光传感产品及解决方案。MPO多纤跳线主要用于高密度光纤连接，公司是国内最大的MPO供应商，以主流云厂商和网络供应商为主。,4、公司在开发应用于新能源汽车的锂离子动力电池光纤传感产品。,5、子公司瑞芯源主要生产平面光波导晶圆与芯片；产品可广泛应用于光通信网络和数据中心的建设与维护。主要供给北美厂商用于数据中心建设。",06月14日太辰光股票异动解析,2023-06-14,193.0
51,sh603083,剑桥科技,人工智能,光模块+供货微软+5G,2023年5月30日，英伟达成为第九支市值超过1万亿美元的股票。CEO黄仁勋表示，将在下半年推出“大量”H100芯片。,amh6wh0ftp,"1、2023年5月10日接受调研表示，公司增量都在高端，800G、400G都在增长。公司的高速光模块业务与中际旭创和新易盛的毛利率在同一水平。,2、2023年4月18日公告，拟出资3亿元与中新产设立合资企业，以实施光电子产业化基地项目。预计25年底前投产，拟生产含高速光模块、小基站等5G网络设备等 ICT终端设备。,3、2022年高速光模块业务的营收占比为12.64%。公司已直接或通过通信设备制造商间接向微软供应高速光模块产品，在高速光模块800G可能会有一席之地。,4、公司的高速光模块产品面向电信运营商和数据中心运营商",06月12日剑桥科技股票异动解析,2023-06-12,269.0
52,sz301205,联特科技,人工智能,CPO+光模块+800G产品头部客户送样+次新股,2023年5月30日，英伟达成为第九支市值超过1万亿美元的股票。CEO黄仁勋表示，将在下半年推出“大量”H100芯片。,2dhmb5gmtl,"1、2023年5月10日调研信息：公司在800G、1.6T、CPO等相关前沿技术领域均有研发，正积极开拓境外超大型数据中心客户，产品得到了北美一家数据公司的认可目前处于批量供应阶段。24年市场对800G需求较23年会有较大增长。,2、网传，公司曾公告了引入天孚的市场负责人肖（原来自思科，协助公司搞定了多个海外大客户）后来公司多方案的800G产品确实给每一家头部都送样了（亚马逊等）。（网传信息，审慎参考）,3、公司是Arista25\u002F40\u002F100G光模块的主要供应商之一。公司主营业务是光通信收发模块的研产销，具备光芯片到光器件、光器件到光模块的设计制造能力，为电信、数通等领域的客户提供光模块解决方案。光模块产品包括SFP+等各种规格。,4、公司实现了激光器在超高功率和高热应用环境下的封装和测试，并通过可靠性评估。",06月12日联特科技股票异动解析,2023-06-12,271.0
53,sz002050,三花智控,汽车产业链,热泵技术+热管理系统,2023年6月8日盘后，商务部通知指出，将组织开展汽车促消费活动，活动时间为2023年6月至12月。,7bhcns2uj4,"1、公司以热泵技术和热管理系统产品的研究与应用为核心，专注于冷热转换、温度智能控制的环境热管理解决方案开发，致力于建筑暖通、电器设备和新能源汽车热管理领域的专业化经营。,2、公司业务主要分为制冷空调电器零部件业务和汽车零部件业务。,3、制冷空调电器零部件业务致力于建筑暖通、电器设备专业化经营，主要产品包括四通换向阀、电子膨胀阀等，广泛应用于空调、冰箱、冷链物流、洗碗机等领域；汽车零部件业务专注于汽车热管理领域的深入研究，主要产品包括热力膨胀阀、电子膨胀阀、电子水泵、新能源车热管理集成组件等，广泛应用于新能源汽车和传统燃油车。",06月12日三花智控股票异动解析,2023-06-12,283.0
54,sz002920,德赛西威,自动驾驶,智能驾驶域控制器+毫米波雷达,华为常务董事、智能汽车解决方案BU CEO余承东透露，中国L3级自动驾驶标准预计在6月底出炉。,41hjf1315q,"1、2023年5月25日调研表示，公司智能驾驶域控制器方面，量产规模已居于国内市场前列。高算力平台IPU04已在理想汽车等客户上实现规模化量产。,2、轻量级智能驾驶域控制器IPU02将推出更多新方案，适配国内车市的中低至中高价位区间车型这一最大的细分市场，公司轻量级智能驾驶域控制器有望迅速迎来爆发式增长。,3、2023年1月德赛西威与广汽埃安再拓合作边界，双方在智能驾驶域控制器、ADAS摄像头、角雷达、超声波雷达等领域进一步延伸拓展合作，部分定点项目将于2023年迎来量产。,4、公司的77GHz毫米波雷达已量产并获得自主品牌车企订单。公司是2021华为智能汽车解决方案优秀合作伙伴之一。公司是全球化布局最全面的国内汽车电子公司，是国内智能座舱龙头。",06月12日德赛西威股票异动解析,2023-06-12,288.0
55,sz002602,世纪华通,人工智能,数据中心+AI游戏+数据安全+脑机接口,2023年5月30日，英伟达成为第九支市值超过1万亿美元的股票。CEO黄仁勋表示，将在下半年推出“大量”H100芯片。,c9c6jsp8nw,"1、公司深度布局云数据业务，加快构建算力基础设施。目前，公司与腾讯、华为等厂商有序推进合作。与腾讯合作的人工智能超算中心项目有望作为标杆项目。,2、2023年5月31日盘后公司公众号发文，提到结合AI与VR技术探索“游戏+医疗”领域的全新项目《AI星河》将于ChinaJOY发布。此外，全资子公司点点互动以《冰封时代》《寒霜启示录》等末日冰封题材驱动Q1业绩超预期，4月成为出海厂商收入第5名，有望驱动全年增长。,3、在数据安全领域，控股子公司世纪珑腾受让了卫士通所持有的卫士通（上海）网络安全34%股权，双方全力打造整体互联网数据安全解决方案落地。公司还在数字人、元宇宙等领域不断开展探索和布局。,4、2023年5月19日互动：公司与浙江大学于2020年共建了浙江大学传奇创新研究中心，主要聚焦数字医药、数字器官、脑机融合等新兴领域。",06月09日世纪华通股票异动解析,2023-06-09,332.0
56,sz002229,鸿博股份,人工智能,英伟达合作+智算中心+数据中心+算力,2023年5月30日，英伟达成为第九支市值超过1万亿美元的股票。CEO黄仁勋表示，将在下半年推出“大量”H100芯片。,am8zneynqt,"1、2023年6月6日盘后调研信息，公司与英伟达在智算中心等十大领域进行合作。全资子公司英博数科已于 2023 年 5 月初产生营业收入与利润。,2、2023年6月4日互动，英博数科与上海数产签署建设大规模通用型智算中心项目合作协议，标志着其集顾问咨询、AI贸易及智算中心托管运营为一体的一站式云资源服务平台业务全面启动。公司获得24个年GDP收入过万亿元的城市进行数据中心运营的IDC许可证。,3、23年4月26日全资子公司英博数科大会：目前市场AI算力非常短缺，每3到4个月算力需求翻倍；公司客户每个月模型规模会增长3-4倍。北京一期建成运营后会很快售出完毕。后续计划30-40倍的扩容计划，这部分80%也已被预定。,4、公司业务涵盖安全印务、书刊印刷。",06月07日鸿博股份股票异动解析,2023-06-07,386.0
57,sz002777,久远银海,人工智能,华为信创+医保数据+AI医疗+政务信息化,2023年5月30日，英伟达成为第九支市值超过1万亿美元的股票。CEO黄仁勋表示，将在下半年推出“大量”H100芯片。,419b6yxujg,"1、2023年6月6日盘后互动消息，公司积极融入包括华为鲲鹏在内的国内主要自主可控芯片的信创生态体系当中，为公司用户提供基于信创生态的应用解决方案并已有项目落地。,2、公司银海云平台可为用户提供从 IaaS、PaaS 到 SaaS完整的解决方案及相关云平台产品，具备数据中心、云计算、大数据一体化建设和服务的能力。,3、2023年5月30日互动，公司正研发基于医学NLP的病历内涵质控、专科CDSS、智能导诊、医保AI反欺诈等行业AI产品。,4、公司在AI机器视觉、自然语言等领域具备底层技术研发能力，已在ICD编码智能推荐，智能导诊等有落地应用，在人脸识别等方面完成了AI技术研发和应用。,5、公司参与了国家数字经济试点重大工程“健康医疗大数据应用创新工程”项目。公司云业务包括政务云业务以及为部分云建设商提供运维服务。",06月07日久远银海股票异动解析,2023-06-07,391.0
58,sz000988,华工科技,人工智能,光模块+微软+汽车电子,2023年5月30日，英伟达成为第九支市值超过1万亿美元的股票。CEO黄仁勋表示，将在下半年推出“大量”H100芯片。,c98wsah8wx,"1、公司光模块已实现全系列覆盖，自研量产了400G和800G的硅光产品，推出了400G相干光模块已有小批量订单。光模块进展给客户送样的产品主要是200G和800G，客户是英伟达和微软，进展顺利的话2023年三季度会有结果。2023年5月17日互动，预计800G光模块出货量将在2023年下半年快速增长。,2、在头部客户方面，公司跟英伟达、微软、ARISTA、Intel等也进行了良好对接，预计今年内在北美大客户方面能够获取一定份额。预计2023年北美销售收入如有望达到1.5亿美元，其中80%为光模块产品。,3、公司全球第一个推出了400GZR+PRO产品，已经得到了十几家客户的关注，开始送样并收获小批量订单。,4、公司业务包含了通信、激光、传感和防伪四大业务，通信业务华工正源光器件是华为、中兴的核心供应商。汽车传感器业务主要涵盖NTC温度传感器和PTC加热器两大品类。",06月07日华工科技股票异动解析,2023-06-07,396.0
